id,system,user,intent
940,So you want a reservation for 2 at Baan Thai House & Wine Bar in San Francisco at 10:30 am on March 1st. Is that correct?,"Yes, that's right. What's the address and phone number?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: phone_number, street_address
Slot values: {'party_size': '2', 'date': 'March 1st'}"
941,"OK, there's a Delta Airlines flight that leaves at 7:30 am with a 2:50 am return that will run you $303",OK that sounds great,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'inbound_departure_time': '2 : 50 am', 'outbound_departure_time': '7 : 30 am'}"
942,"I also have Martin Fishman, MD, who is an ophthalmologist in Los Gatos.","Okay, that's good.","Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Martin Fishman , MD'}"
943,Do you have any ride preferences?,I don't mind a Pool ride.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {'ride_type': 'Pool'}"
944,What else can I do?,Nothing. Take it easy.,"Service name: Travel_1
Active intent: 
Requested slots: 
Slot values: {}"
945,"The venue is at 123-01 Roosevelt Avenue, and it starts at 7 pm.","Ok, that sounds good.","Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': '[CLS]'}"
946,7 buses I found.With 0 transfer and cost $27 is a bus that departs at 7:50 am.,Great.Find me a round trip flight to get there at Economy class.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '7 : 50 am'}"
947,"What type of doctor do you need to see a Ophthalmologist, Ent Specialist or something else.",I need to see a General Practitioner.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'type': 'General Practitioner'}"
948,There are 2 movies which you might like. How would you consider watching Shazam! or The Mustang?,Shazam would be a fun movie to watch.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'Shazam !'}"
949,Okay so to confirm: You'd like to book a table for 2 at Umi Sushi in Vacaville at 5:45 pm on March 1st.,I'd only like a reservation for one person.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'party_size': '1'}"
950,Apologies. I was unable to book this reservation. Is there anything else that I may help you with?,I want to try booking another reservation. The restaurant is Mimi's.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'restaurant_name': ""Mimi ' s""}"
951,"No, this is an unfinished apartment.",Will you please locate another apartment?,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {}"
952,"I found 10. The first is Behringer Harvard and is located at 4656 Quigg Drive. It has 3 bedrooms and 3 baths. Thre rent is $4,050 monthly.",That sounds good.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'property_name': 'Behringer Harvard'}"
953,Can I help you with anything else?,I would like to make the reservation,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}"
954,"Just to confirm, you want to schedule a visit to Antioch Rivertown Senior Housing on March 4th?","That works, what is there phone number?","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: phone_number
Slot values: {}"
955,"I found 1 restaurant, the Eve's Waterfront is found in Oakland",Is it pricy? What's their address?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: price_range, street_address
Slot values: {}"
956,,I'm trying to search for a doctor.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {}"
957,,Find round trip flights the 3rd of this month.,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': '3rd of this month'}"
958,"Sure. So, you want 1 ticket for the flight which will head out of Atlanta at 1:30 pm?","Yes, that's what I need.","Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}"
959,"Any preferred airlines? Southwest Airlines, United Airlines or something else? Departure time?",I plan to leave around afternoon 2:30 on Delta Airlines.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {'airlines': 'Delta Airlines', 'outbound_departure_time': 'afternoon 2 : 30'}"
960,Which city should I base my search in?,I want one in Walnut creek,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'city': 'Walnut creek'}"
961,"No problem. Can you tell me what city you are leaving from, where you are planning to visit and when you'll be coming back.","I'm taking a trip to Paris. I'll be flying out of Seattle, WA and i want to get back by March 10th.","Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'destination_city': 'Paris', 'origin_city': 'Seattle , WA', 'return_date': 'March 10th'}"
962,I can't find other movies. May I further assist you?,I want to see a regular movie at Stanford Theatre in Palo Alto.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'show_type': 'regular', 'location': 'Palo Alto', 'theater_name': 'Stanford Theatre'}"
963,Is there something else I can do for you?,"Yes, I would like to find a Sports event in Vancouver, BC.","Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_type': 'Sports', 'city': 'Vancouver , BC'}"
964,Your visit has been confirmed.,Thank you very much. Could you find me a cab there??,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}"
965,In which city would you like to make a reservation? Do you have a restaurant in mind?,I want a restaurant in SF. The restaurant I want to go to is called Khamsa.,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {'city': 'SF', 'restaurant_name': 'Khamsa'}"
966,"Their address is 740 Water Street Southwest, Washington, District of Columbia 20024, United States and it starts at 7 pm.",What other days is it playing?,"Service name: Events_2
Active intent: GetEventDates
Requested slots: 
Slot values: {}"
967,Is there anything else I can help with?,No. Thank you again.,"Service name: Homes_1
Active intent: 
Requested slots: 
Slot values: {}"
968,You would like 1 seat on a regular ride to 6950 santa teresa boulevard?,"Yes, that's what I want. How much would that be?","Service name: RideSharing_2
Active intent: GetRide
Requested slots: ride_fare
Slot values: {}"
969,Want to get tickets?,Not now. Can you let me know at what times I can see it on the 2nd of March?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {'show_date': '2nd of March'}"
970,"I have 10 attractions that might interest you. For example, Brandon Lee and Bruce Lee's Grave Site is a nearby tourist attraction.","Okay, thanks. Would you please buy me a ticket on that bus? I need one seat.","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}"
971,I have booked tickets. Have fun!,Thanks a lot. I would like to book a restaurant,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}"
972,One moment. The average temperature for that day should be 101 degrees Fahrenheit. Be advised there is a 2 percent chance of rain.,"Wow, ok. Bring up local attractions there please.","Service name: Weather_1
Active intent: GetWeather
Requested slots: 
Slot values: {}"
973,Average wind speed will reach about 5 miles per hour.,"Okay, can I get a cab to get there for 3 people.","Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {'number_of_riders': '3', 'destination': '[CLS]'}"
974,It's been confirmed.,Thanks for all your help.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}"
975,Sure. Please confirm your purchase of 2 tickets for the Falcons Vs Buccaneers game in Atlanta on March 14th.,That is fine with me. May I know when does this event start?,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: time
Slot values: {}"
976,$165 in total.,Do you have anything else? I want a Standard car from Friday next week.,"Service name: RentalCars_1
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'type': 'Standard', 'pickup_date': 'Friday next week'}"
977,No they do now,Do they sell alcohol? Where are they located?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: serves_alcohol, street_address
Slot values: {}"
978,Do you want to purchase a ticket?,"Yes, I would like to purchase.","Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}"
979,What sort of food do you want to eat?,Oriental food would be great.,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'Oriental'}"
980,Visiting Wilford Lane Apartments on March 14th.,"Yes, that is correct.","Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {}"
981,,I am search for some nice hotels to stay for a while and I need your help in this regard.,"Service name: Hotels_1
Active intent: SearchHotel
Requested slots: 
Slot values: {}"
982,,Can you help me find an apartment?,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {}"
983,Shall I reserve the car?,Sure. Book the car for rent.,"Service name: RentalCars_1
Active intent: ReserveCar
Requested slots: 
Slot values: {}"
984,How does Centerville Dental Care in Fremont sound?,"Yes, that will work.","Service name: Services_2
Active intent: FindProvider
Requested slots: 
Slot values: {'dentist_name': 'Centerville Dental Care'}"
985,The car is on the way. It will be $10.04.,How long does it take to get there.,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: approximate_ride_duration
Slot values: {}"
986,Do you need naything else?,Can you check a bus to Vancouver also please?,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'destination': '[CLS]', 'origin': '[CLS]'}"
987,Confirm 104 Lynch Creek Way and the cab is for 2 people.,yes that works and how long is the ride?,"Service name: RideSharing_1
Active intent: GetRide
Requested slots: approximate_ride_duration
Slot values: {}"
988,Please confirm the following: Booking an appointment for March 10th at 9:30 am.,"Yes, that is correct.","Service name: Services_1
Active intent: BookAppointment
Requested slots: 
Slot values: {}"
989,Your reservation is confirmed. They do not have live music and the price is moderate,thanks,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}"
990,I can do that - Maneki Sushi Union City in Union City is popular.,Do they ever have live music?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: has_live_music
Slot values: {}"
991,Your reservation has been confirmed.,"Which station does it leave from, and which station does it arrive at?","Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: from_station, to_station
Slot values: {}"
992,Confirming a reservation for 1 at Canopy By Hilton Portland Pearl District on March 1st for 4 days in Portland.,"Sounds good, thanks.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '1'}"
993,What about weekend by Kane Brown in Experiment?,I like that!,"Service name: Music_2
Active intent: LookupMusic
Requested slots: 
Slot values: {'song_name': 'weekend'}"
994,Do you wish to book this residence?,"Nah, I do not wish to book right now. That's all.","Service name: Hotels_2
Active intent: 
Requested slots: 
Slot values: {}"
