output,input,instruction
"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2', 'date': 'the 12th', 'event_name': '[CLS]'}","system: Its located at 89 South Street and it starts at 7 pm.
user: That sounds awesome. I would like 2 tickets to it on the 12th.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '12th of March', 'number_of_days': 'one'}","system: Okay, you'll be checking in on March 7th? And how many days will you be staying?
user: I want to check in on the 12th of March and stay for one day.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'seating_class': 'Premium Economy', 'destination_city': 'Philadelphia', 'origin_city': 'New York'}","system: 
user: Can you help me find one-way flights from New York to Philadelphia? I would like to travel in Premium Economy.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: 
Requested slots: 
Slot values: {}","system: Do you want me to book that ticket?
user: No, just looking. That's all for now.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","system: Reviews say it is a nice place to take your kids. Their phone number is 503-228-8131.
user: Ok. Thanks for the help. That's all for now.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'good_for_kids': 'True'}","system: How about the Arab world institute that's at the performing arts venue
user: What else is there, and can you make sure it's child-friendly","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}","system: Would you like me to purchase tickets for you?
user: No, thank you. Can you search for roundtrip flights for me?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: GetEventDates
Requested slots: venue_address
Slot values: {}","system: Sure! The event is taking place from March 1st and will continue for 6 days. This event, Roy Ayers will take place at Blue Note Napa.
user: Oh! Is it so? Where it is located?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'Sunday this week', 'origin': 'SF'}","system: Which city are you departing from and what is the traveling date?
user: I need to start on Sunday this week and please search for flights from SF","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: 
Requested slots: 
Slot values: {}","system: How about if I get you a ticket?
user: No, I don't want that.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': 'the 12th', 'appointment_time': '14 : 30'}","system: I regret to inform you that I was not able to make the booking. Would you need anything else.
user: Can you try again for 14:30 on the 12th? I really need to visit a doctor.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {}","system: There are 5 movies that are available are fit your preferences. Would you like After, Pillow Talk or Say Anything?
user: Are there other ones available?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_seats': '2'}","system: How many do you want?
user: Two tickets please.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: serves_alcohol
Slot values: {'party_size': '2', 'date': 'March 1st'}","system: To confirm: You wish to reserve a table at 6 pm, for 2 people on March 1st at Bask restaurant in San Francisco. is this correct?
user: Yes it is. Do they serve alcohol?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'Latin American'}","system: No live music. They can be reached at 415-751-2312.
user: Any Latin American?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}","system: Could you confirm that I should make a reservaton for 1 room at Best Western Mission Bay in San Diego on March 4th to March 10th?
user: That works fine.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {}","system: Please confirm to book a Cab for 2 person to Big Bus Tours Chicago (Tours begin at 98 E. Upper Wacker Dr.).
user: Yes, confirmed. Go ahead.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'Shazam !'}","system: There is 1 movie Shazam!?
user: Shazam sounds like a good movie.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'March 10th'}","system: It will arrive at the Sacramento Valley Station.
user: Is there anything available for March 10th?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Music_2
Active intent: LookupMusic
Requested slots: genre
Slot values: {}","system: How about Sabaton's Night Witches off of the Heroes album?
user: What genre is that song?","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {}","system: I have added the event successfully to your calendar.
user: Thank you so much for the help.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2'}","system: How many tickets would you like?
user: Two.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'visit_date': 'March 11th'}","system: When would be an acceptable time for you visit?
user: March 11th works best for me to visit the property.","For the following dialogue extract the current state (i.e. Service name, Active intent, Requested slots, and Slot values):"
