id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
883,The bus arrives at Union Plaza.,"Ok, great. I'd like to book the flight now please.","Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: 
Slot values: {'airlines': 'Delta Airlines', 'departure_date': '[CLS]', 'destination_city': '[CLS]', 'origin_city': '[CLS]', 'outbound_departure_time': '[CLS]'}",Welcome! How can I assist you today with your one-way flight reservation?,I would like to book a one-way flight with Delta Airlines from New York to Los Angeles.,"[0.8, 0.7, 0.6, 0.6, 0.4]","[0.7, 0.6, 0.5, 0.6, 0.5]","[0.1557362824678421, 0.2240050584077835, 0.2002188116312027, 0.15378426015377045, 0.26625561714172363]","[0.15982887148857117, 0.21823109686374664, 0.19896604120731354, 0.16225489974021912, 0.26071909070014954]","[0.6442637175321579, 0.47599494159221645, 0.3997811883687973, 0.44621573984622953, 0.1337443828582764]","[0.5401711285114288, 0.38176890313625333, 0.30103395879268646, 0.43774510025978086, 0.23928090929985046]"
884,,I would like to buy tickets to an event.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Hello! How can I assist you with purchasing event tickets today?,I'm excited to buy tickets for the upcoming event. Can you help me with that?,"[0.8, 0.6, 0.75, 0.85, 0.4]","[0.75, 0.4, 0.85, 0.8, 0.6]","[0.15022608637809753, 0.21785856783390045, 0.1965034008026123, 0.1571996659040451, 0.2782123386859894]","[0.1480734944343567, 0.22037966549396515, 0.20071902871131897, 0.16062958538532257, 0.27019819617271423]","[0.6497739136219025, 0.3821414321660995, 0.5534965991973877, 0.6928003340959549, 0.12178766131401064]","[0.6019265055656433, 0.17962033450603487, 0.649280971288681, 0.6393704146146775, 0.32980180382728574]"
885,Your cab is confirmed and on it's way.,Thank you for the assistance.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {}",Welcome to our ride-sharing service! How can I assist you today?,I need a ride to the airport. Can you help me with that?,"[0.8, 0.7, 0.6, 0.85, 0.45]","[0.7, 0.6, 0.55, 0.8, 0.6]","[0.15558475255966187, 0.22197331488132477, 0.20123456418514252, 0.15794581174850464, 0.2632615864276886]","[0.15248355269432068, 0.21986225247383118, 0.20022797584533691, 0.1664053052663803, 0.2610209882259369]","[0.6444152474403382, 0.4780266851186752, 0.39876543581485746, 0.6920541882514953, 0.1867384135723114]","[0.5475164473056793, 0.3801377475261688, 0.34977202415466313, 0.6335946947336197, 0.3389790117740631]"
886,I've got 10 matches here - how about a 1 star? Amsterdam Hostel San Francisco has good reviews.,"Yeah, I need a reservation for 2 days.","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'hotel_name': 'Amsterdam Hostel San Francisco', 'number_of_days': '2'}",Hello! How can I assist you today with your hotel reservation at Amsterdam Hostel San Francisco for 2 days?,"Hi there! I'd like to book a room at Amsterdam Hostel San Francisco for 2 days, please.","[0.8, 0.7, 0.6, 0.85, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.5]","[0.1525057703256607, 0.21954825520515442, 0.20509755611419678, 0.15673288702964783, 0.26611557602882385]","[0.15228702127933502, 0.21505387127399445, 0.2085898071527481, 0.15363101661205292, 0.2704383134841919]","[0.6474942296743393, 0.48045174479484554, 0.3949024438858032, 0.6932671129703522, 0.18388442397117616]","[0.597712978720665, 0.38494612872600553, 0.49141019284725185, 0.6463689833879471, 0.2295616865158081]"
887,It leaves the Union Station.,"Okay, cool. That will be all for now.","Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_time': '[CLS]'}","Hello, how can I assist you today?","I'm looking to find a bus for my trip, can you help me with that?","[0.8, 0.7, 0.6, 0.5, 0.4]","[0.6, 0.5, 0.7, 0.8, 0.3]","[0.157199427485466, 0.21719951927661896, 0.19601911306381226, 0.1617467701435089, 0.26783522963523865]","[0.15733766555786133, 0.21889756619930267, 0.20423005521297455, 0.16340427100658417, 0.25613051652908325]","[0.642800572514534, 0.482800480723381, 0.4039808869361877, 0.3382532298564911, 0.13216477036476137]","[0.44266233444213865, 0.2811024338006973, 0.4957699447870254, 0.6365957289934159, 0.04386948347091674]"
888,Sure thing. Hotel Mumbai suit your fancy?,I love Hotel Mumbai.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'title': 'Hotel Mumbai'}",Hello! How can I assist you today in finding movies?,I'm looking for information about the movie 'Hotel Mumbai.' Can you help me with that?,"[0.5, 0.8, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.7, 0.8, 0.4]","[0.1441781222820282, 0.2195930778980255, 0.20148269832134247, 0.16502872109413147, 0.26971736550331116]","[0.14979177713394165, 0.21880806982517242, 0.206314355134964, 0.16360686719417572, 0.261478990316391]","[0.3558218777179718, 0.5804069221019745, 0.19851730167865755, 0.4349712789058685, 0.03028263449668883]","[0.5502082228660583, 0.38119193017482755, 0.49368564486503597, 0.6363931328058243, 0.13852100968360903]"
889,it went through,thanks a lot,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Welcome! How can I assist you with your hotel reservation today?,I'm looking to make a reservation for a hotel room for next weekend.,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.8, 0.4, 0.7, 0.6, 0.5]","[0.15372997522354126, 0.22887547314167023, 0.19863653182983398, 0.15513797104358673, 0.26362013816833496]","[0.16069073975086212, 0.22276881337165833, 0.20567433536052704, 0.1588195115327835, 0.2520465850830078]","[0.5462700247764587, 0.37112452685832975, 0.301363468170166, 0.6448620289564133, 0.13637986183166506]","[0.6393092602491379, 0.1772311866283417, 0.4943256646394729, 0.44118048846721647, 0.2479534149169922]"
890,"Your ticket has been purchased. Departure is from JFK International Airport. Unfortunately, the ticket is not refundable.",Thanks for your help.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Hello! How may I assist you today with reserving roundtrip flights?,Hi there! I'm looking to book roundtrip flights for my upcoming trip.,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.65, 0.75, 0.8, 0.45]","[0.14775288105010986, 0.2210436910390854, 0.19798444211483002, 0.16158773005008698, 0.2716311812400818]","[0.15301305055618286, 0.2197934091091156, 0.2144947201013565, 0.1482558697462082, 0.26444295048713684]","[0.6522471189498902, 0.47895630896091457, 0.40201555788516996, 0.588412269949913, 0.2283688187599182]","[0.5469869494438171, 0.4302065908908844, 0.5355052798986435, 0.6517441302537919, 0.18555704951286317]"
891,You would like to book 1 room at abc hyde park hotel in london from march 5th for 1 day?,I want to check in on the 4th and I need two rooms.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'check_in_date': 'the 4th'}",Welcome to our hotel reservation service! How many rooms would you like to book for the 4th?,"I'd like to reserve 2 rooms for the 4th, please.","[0.7, 0.8, 0.6, 0.75, 0.45]","[0.8, 0.75, 0.65, 0.8, 0.4]","[0.15042012929916382, 0.2212163209915161, 0.2140156477689743, 0.15492355823516846, 0.2594243288040161]","[0.15722881257534027, 0.21548520028591156, 0.21242980659008026, 0.1586906611919403, 0.2561655044555664]","[0.5495798707008361, 0.5787836790084839, 0.3859843522310257, 0.5950764417648315, 0.1905756711959839]","[0.6427711874246598, 0.5345147997140884, 0.43757019340991976, 0.6413093388080597, 0.14383449554443362]"
892,There is missing link.,Yes missing link is perfect. I would like to find an attraction like a museum.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'missing link'}",Hello! How can I assist you today?,I'm looking for information about the movie 'Missing Link'. Can you help me with that?,"[0.7, 0.6, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.7, 0.7, 0.4]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.15118218958377838, 0.22639422118663788, 0.1997266262769699, 0.1610499620437622, 0.2616470754146576]","[0.5494384288787841, 0.38442411124706266, 0.40105161666870115, 0.5381385803222656, 0.12694724798202517]","[0.5488178104162216, 0.3736057788133621, 0.50027337372303, 0.5389500379562377, 0.13835292458534243]"
893,When would you like to leave the hotel?,I want to stay until the 12th of this month.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_out_date': '12th of this month'}",Welcome! How can I assist you with your hotel reservation today?,I'd like to make a reservation for a hotel room until the 12th of this month.,"[0.7, 0.8, 0.6, 0.75, 0.45]","[0.6, 0.75, 0.65, 0.8, 0.5]","[0.15372997522354126, 0.22887547314167023, 0.19863653182983398, 0.15513797104358673, 0.26362013816833496]","[0.1624087691307068, 0.21582739055156708, 0.20489519834518433, 0.15217924118041992, 0.26468944549560547]","[0.5462700247764587, 0.5711245268583298, 0.401363468170166, 0.5948620289564133, 0.18637986183166505]","[0.4375912308692932, 0.5341726094484329, 0.4451048016548157, 0.6478207588195801, 0.23531055450439453]"
894,,Can you find round trip flights?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Welcome to our flight booking service! How can I assist you today?,I'm looking to book a roundtrip flight for my upcoming vacation. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.55]","[0.7, 0.6, 0.75, 0.8, 0.45]","[0.15336626768112183, 0.2216956466436386, 0.20703580975532532, 0.15357190370559692, 0.26433035731315613]","[0.14774233102798462, 0.22444593906402588, 0.20546050369739532, 0.16203263401985168, 0.2603186070919037]","[0.6466337323188782, 0.47830435335636134, 0.39296419024467466, 0.5964280962944031, 0.2856696426868439]","[0.5522576689720153, 0.3755540609359741, 0.5445394963026047, 0.6379673659801484, 0.18968139290809632]"
895,"Sorry, I couldn't get that ticket. You can get a bus at 3:40 pm that costs $39.",That sounds great to me.,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'leaving_time': '3 : 40 pm'}",Welcome! How can I assist you today with purchasing a bus ticket?,I would like to buy a bus ticket for a journey leaving at 3:40 pm.,"[0.8, 0.7, 0.6, 0.85, 0.4]","[0.7, 0.8, 0.75, 0.8, 0.6]","[0.1518043726682663, 0.21809516847133636, 0.20031797885894775, 0.16048698127269745, 0.26929545402526855]","[0.1565866470336914, 0.21445593237876892, 0.21372441947460175, 0.1588982790708542, 0.2563347816467285]","[0.6481956273317337, 0.4819048315286636, 0.3996820211410522, 0.6895130187273025, 0.13070454597473147]","[0.5434133529663085, 0.5855440676212311, 0.5362755805253983, 0.6411017209291459, 0.34366521835327146]"
896,The movie is playing.,Thanks. Will you make a reservation at a restaurant nearby?,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,"I would like to watch a movie, please.","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.72, 0.55, 0.65, 0.8, 0.4]","[0.15056157112121582, 0.21557588875293732, 0.19894838333129883, 0.16186141967773438, 0.27305275201797485]","[0.16108006238937378, 0.2155144214630127, 0.2185145616531372, 0.1644544154405594, 0.24043652415275574]","[-0.15056157112121582, -0.21557588875293732, -0.19894838333129883, -0.16186141967773438, -0.27305275201797485]","[0.5589199376106262, 0.33448557853698735, 0.4314854383468628, 0.6355455845594407, 0.15956347584724428]"
897,I found 1 soccer event. Republic Vs Toros is occuring at Papa Murphy's Park.,What time is the game?,"Service name: Events_2
Active intent: FindEvents
Requested slots: time
Slot values: {}",Good afternoon! How can I assist you today?,Hello! I'm looking for some events to attend. Can you help me find some?,"[0.8, 0.7, 0.6, 0.65, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.5]","[0.15321357548236847, 0.21360518038272858, 0.21021729707717896, 0.1536286473274231, 0.26933524012565613]","[0.14994695782661438, 0.2332700490951538, 0.20397338271141052, 0.15118558704853058, 0.2616240084171295]","[0.6467864245176316, 0.4863948196172714, 0.389782702922821, 0.4963713526725769, 0.18066475987434388]","[0.6000530421733856, 0.36672995090484617, 0.49602661728858943, 0.6488144129514695, 0.23837599158287048]"
898,Any preference on the type of food?,Some american food will be great!,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'american'}",Welcome! How can I assist you today in finding a restaurant?,I'm looking for a cozy American restaurant to dine in.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.7, 0.6, 0.55, 0.75, 0.7]","[0.14659810066223145, 0.22164170444011688, 0.1950649619102478, 0.1606711447238922, 0.27602410316467285]","[0.15290190279483795, 0.2203007936477661, 0.20869842171669006, 0.1629389226436615, 0.25515997409820557]","[0.6534018993377686, 0.4783582955598831, 0.4049350380897522, 0.5893288552761078, 0.37397589683532717]","[0.547098097205162, 0.37969920635223386, 0.34130157828331, 0.5870610773563385, 0.4448400259017944]"
899,Your one-way ticket has been confirmed. The destination for that flight is SFO International Airport.,What airport does it leave from? What time does the flight arrive?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}",Welcome! How can I assist you with your one-way flight reservation today?,I'd like to book a one-way flight from New York to Los Angeles tomorrow afternoon.,"[0.8, 0.7, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.8, 0.75, 0.5]","[0.1567205935716629, 0.22413288056850433, 0.20136457681655884, 0.15408113598823547, 0.26370078325271606]","[0.15839031338691711, 0.21386566758155823, 0.2026609480381012, 0.16017571091651917, 0.2649073600769043]","[0.6432794064283371, 0.4758671194314956, 0.39863542318344114, 0.5459188640117645, 0.13629921674728396]","[0.5416096866130828, 0.38613433241844175, 0.5973390519618988, 0.5898242890834808, 0.2350926399230957]"
900,May I recommend the Place of Worship called American Church in Paris.,"Okay, great. check when I have free time on March 13th.","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': 'March 13th'}",Hello! How can I assist you today with your schedule?,I'm looking to find some available time on March 13th for an event.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.7, 0.8, 0.75, 0.8, 0.6]","[0.14829939603805542, 0.2221849262714386, 0.20703399181365967, 0.1568678617477417, 0.265613853931427]","[0.15815287828445435, 0.22946345806121826, 0.21033208072185516, 0.15778636932373047, 0.24426521360874176]","[0.6517006039619446, 0.47781507372856136, 0.3929660081863403, 0.5931321382522583, 0.384386146068573]","[0.5418471217155456, 0.5705365419387818, 0.5396679192781448, 0.6422136306762696, 0.3557347863912582]"
901,,When can I watch it?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {}",Welcome! How can I assist you with movie showtimes today?,Hi there! I'm interested in knowing the showtimes for the latest releases.,"[0.8, 0.6, 0.7, 0.75, 0.5]","[0.75, 0.6, 0.85, 0.8, 0.4]","[0.15620191395282745, 0.22268010675907135, 0.20067787170410156, 0.15746966004371643, 0.2629704177379608]","[0.14886410534381866, 0.21648849546909332, 0.2160588800907135, 0.1484096497297287, 0.2701788544654846]","[0.6437980860471726, 0.3773198932409286, 0.4993221282958984, 0.5925303399562836, 0.23702958226203918]","[0.6011358946561813, 0.38351150453090666, 0.6339411199092865, 0.6515903502702713, 0.1298211455345154]"
902,Your reservation is all set and ready to go.,"Thanks, I will also need transportation there.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome! How may I assist you with making a restaurant reservation today?,"Hello! I would like to make a reservation for two at your restaurant for this Saturday evening, please.","[0.8, 0.6, 0.7, 0.85, 0.4]","[0.75, 0.85, 0.6, 0.8, 0.55]","[0.15051135420799255, 0.2234341949224472, 0.19719548523426056, 0.1494154930114746, 0.27944350242614746]","[0.15117323398590088, 0.22063173353672028, 0.21534502506256104, 0.14925919473171234, 0.26359081268310547]","[0.6494886457920075, 0.3765658050775528, 0.5028045147657394, 0.7005845069885254, 0.12055649757385256]","[0.5988267660140991, 0.6293682664632797, 0.38465497493743894, 0.6507408052682877, 0.2864091873168946]"
