id,system,user,intent,new_system,new_user,system_bf,user_bf
887,It leaves the Union Station.,"Okay, cool. That will be all for now.","Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_time': '[CLS]'}","Hello, how can I assist you today?","I'm looking to find a bus for my trip, can you help me with that?","[0.8, 0.7, 0.6, 0.5, 0.4]","[0.6, 0.5, 0.7, 0.8, 0.3]"
888,Sure thing. Hotel Mumbai suit your fancy?,I love Hotel Mumbai.,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {'title': 'Hotel Mumbai'}",Hello! How can I assist you today in finding movies?,I'm looking for information about the movie 'Hotel Mumbai.' Can you help me with that?,"[0.5, 0.8, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.7, 0.8, 0.4]"
889,it went through,thanks a lot,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Welcome! How can I assist you with your hotel reservation today?,I'm looking to make a reservation for a hotel room for next weekend.,"[0.7, 0.6, 0.5, 0.8, 0.4]","[0.8, 0.4, 0.7, 0.6, 0.5]"
890,"Your ticket has been purchased. Departure is from JFK International Airport. Unfortunately, the ticket is not refundable.",Thanks for your help.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}",Hello! How may I assist you today with reserving roundtrip flights?,Hi there! I'm looking to book roundtrip flights for my upcoming trip.,"[0.8, 0.7, 0.6, 0.75, 0.5]","[0.7, 0.65, 0.75, 0.8, 0.45]"
891,You would like to book 1 room at abc hyde park hotel in london from march 5th for 1 day?,I want to check in on the 4th and I need two rooms.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'check_in_date': 'the 4th'}",Welcome to our hotel reservation service! How many rooms would you like to book for the 4th?,"I'd like to reserve 2 rooms for the 4th, please.","[0.7, 0.8, 0.6, 0.75, 0.45]","[0.8, 0.75, 0.65, 0.8, 0.4]"
892,There is missing link.,Yes missing link is perfect. I would like to find an attraction like a museum.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'missing link'}",Hello! How can I assist you today?,I'm looking for information about the movie 'Missing Link'. Can you help me with that?,"[0.7, 0.6, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.7, 0.7, 0.4]"
893,When would you like to leave the hotel?,I want to stay until the 12th of this month.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_out_date': '12th of this month'}",Welcome! How can I assist you with your hotel reservation today?,I'd like to make a reservation for a hotel room until the 12th of this month.,"[0.7, 0.8, 0.6, 0.75, 0.45]","[0.6, 0.75, 0.65, 0.8, 0.5]"
894,,Can you find round trip flights?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Welcome to our flight booking service! How can I assist you today?,I'm looking to book a roundtrip flight for my upcoming vacation. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.55]","[0.7, 0.6, 0.75, 0.8, 0.45]"
895,"Sorry, I couldn't get that ticket. You can get a bus at 3:40 pm that costs $39.",That sounds great to me.,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'leaving_time': '3 : 40 pm'}",Welcome! How can I assist you today with purchasing a bus ticket?,I would like to buy a bus ticket for a journey leaving at 3:40 pm.,"[0.8, 0.7, 0.6, 0.85, 0.4]","[0.7, 0.8, 0.75, 0.8, 0.6]"
896,The movie is playing.,Thanks. Will you make a reservation at a restaurant nearby?,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",Hello! How can I assist you today?,"I would like to watch a movie, please.","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.72, 0.55, 0.65, 0.8, 0.4]"
897,I found 1 soccer event. Republic Vs Toros is occuring at Papa Murphy's Park.,What time is the game?,"Service name: Events_2
Active intent: FindEvents
Requested slots: time
Slot values: {}",Good afternoon! How can I assist you today?,Hello! I'm looking for some events to attend. Can you help me find some?,"[0.8, 0.7, 0.6, 0.65, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.5]"
898,Any preference on the type of food?,Some american food will be great!,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'american'}",Welcome! How can I assist you today in finding a restaurant?,I'm looking for a cozy American restaurant to dine in.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.7, 0.6, 0.55, 0.75, 0.7]"
899,Your one-way ticket has been confirmed. The destination for that flight is SFO International Airport.,What airport does it leave from? What time does the flight arrive?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}",Welcome! How can I assist you with your one-way flight reservation today?,I'd like to book a one-way flight from New York to Los Angeles tomorrow afternoon.,"[0.8, 0.7, 0.6, 0.7, 0.4]","[0.7, 0.6, 0.8, 0.75, 0.5]"
900,May I recommend the Place of Worship called American Church in Paris.,"Okay, great. check when I have free time on March 13th.","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': 'March 13th'}",Hello! How can I assist you today with your schedule?,I'm looking to find some available time on March 13th for an event.,"[0.8, 0.7, 0.6, 0.75, 0.65]","[0.7, 0.8, 0.75, 0.8, 0.6]"
901,,When can I watch it?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {}",Welcome! How can I assist you with movie showtimes today?,Hi there! I'm interested in knowing the showtimes for the latest releases.,"[0.8, 0.6, 0.7, 0.75, 0.5]","[0.75, 0.6, 0.85, 0.8, 0.4]"
902,Your reservation is all set and ready to go.,"Thanks, I will also need transportation there.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Welcome! How may I assist you with making a restaurant reservation today?,"Hello! I would like to make a reservation for two at your restaurant for this Saturday evening, please.","[0.8, 0.6, 0.7, 0.85, 0.4]","[0.75, 0.85, 0.6, 0.8, 0.55]"
903,"I've got a list of 10 places that you might like. First off, there's a Park called Balboa Park.",Okay. When do I have free time?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Hello! How can I assist you today in finding some attractions?,I'm looking for some recommendations on attractions to visit in this area.,"[0.8, 0.7, 0.6, 0.75, 0.4]","[0.7, 0.65, 0.75, 0.8, 0.5]"
904,Do you need anything else?,What about the weather there on March 7th,"Service name: Weather_1
Active intent: GetWeather
Requested slots: 
Slot values: {'city': '[CLS]', 'date': 'March 7th'}",Welcome! How can I assist you with the weather in your city on March 7th?,I'm excited to know the weather forecast for March 7th in my city!,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.6, 0.4, 0.8, 0.6, 0.2]"
905,I reserved your seat.,Thank you very much. Are there any fun things to see around Vancouver?,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",Welcome to the bus ticket purchasing service. How can I assist you today?,"I'd like to buy a round trip ticket from City A to City B for this weekend, please.","[0.8, 0.7, 0.6, 0.75, 0.45]","[0.65, 0.8, 0.7, 0.7, 0.6]"
906,"There are 4 cars. Seattle-Tacoma International Airport on March 7th there's a Honda Civic, a Standard car.","Yes, I like this one!","Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_location': 'Seattle - Tacoma International Airport'}",Welcome to our car rental service! How may I assist you today?,I'm looking to rent a car from Seattle - Tacoma International Airport. Can you help me with the available options?,"[0.75, 0.65, 0.6, 0.8, 0.4]","[0.8, 0.7, 0.85, 0.75, 0.5]"
907,How many bedrooms?,I need two bedrooms.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '2'}",Hello! How can I assist you today in finding a new apartment with two bedrooms?,I'm looking for a new apartment with two bedrooms. I hope to find a cozy and welcoming place.,"[0.7, 0.8, 0.6, 0.75, 0.4]","[0.8, 0.7, 0.65, 0.8, 0.5]"
908,I am going on a vacation to Dallas Texas with six of my friends so there will be seven of us. We are getting a hotel and most likely checking out Saturday the next morning.,"I am planning a trip to London, UK. We are arriving the 1st and we are leaving on the 8th. its going to be just four of us and it should be fun.","Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {'number_of_adults': '4', 'check_out_date': 'the 8th', 'where_to': 'London , UK'}","Welcome! How can I assist you today in booking a house for 4 adults in London, UK on the 8th?","Hello! I'm looking to book a house for 4 adults in London, UK on the 8th.","[0.8, 0.9, 0.7, 0.85, 0.6]","[0.75, 0.85, 0.65, 0.8, 0.55]"
909,"What type of doctor are you looking for? For example, Ophthalmologist, Dermatologist, or another type?",I am looking for a General Practitioner. Please find someone in Pleasant Hill.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'type': 'General Practitioner', 'city': 'Pleasant Hill'}",Hello! How can I assist you today in finding a General Practitioner in Pleasant Hill?,I'm looking for a General Practitioner in Pleasant Hill. Can you help me with that?,"[1.0, 0.8, 0.6, 0.8, 0.4]","[0.8, 0.6, 0.6, 0.8, 0.6]"
910,"Okay, so you want 4 tickets for the Giants Vs Cardinals game, right?","Yup, that's right.","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}",Welcome! How can I assist you today with purchasing event tickets?,I'm looking to buy tickets for the upcoming event. Can you help me with that?,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.75, 0.6, 0.7, 0.8, 0.55]"
911,The song Sorry has started playing on kitchen speaker.,Thank you. That is all I need.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {}",Welcome! How can I assist you with music today?,Hi there! I'm in the mood for some upbeat tunes to get me energized. Can you recommend a playlist?,"[0.7, 0.6, 0.5, 0.8, 0.3]","[0.6, 0.4, 0.8, 0.7, 0.5]"
912,Okay! your booking is confirmed.,"So, how much they charge per night?","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: price_per_night
Slot values: {}",Hello! How can I assist you today with your hotel reservation?,"I'm looking to book a hotel room, but I'm not sure about the prices per night.","[0.6, 0.7, 0.5, 0.8, 0.3]","[0.8, 0.4, 0.6, 0.7, 0.4]"
913,"I found 1 showtime for Pillow Talk in Stanford Theatre, at 7:30 pm.",What's the location of the theater? What will a ticket cost me?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: price, street_address
Slot values: {}",Welcome to our movie ticket reservation service. How can I assist you today?,Hi there! I'd like to inquire about movie showtimes and ticket prices.,"[0.8, 0.6, 0.7, 0.65, 0.45]","[0.75, 0.55, 0.8, 0.7, 0.5]"
914,Its located at 89 South Street and it starts at 7 pm.,That sounds awesome. I would like 2 tickets to it on the 12th.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2', 'date': 'the 12th', 'event_name': '[CLS]'}",Welcome! How can I assist you with purchasing event tickets for the 12th?,Hi there! I'd like to buy 2 tickets for the event on the 12th.,"[0.7, 0.8, 0.6, 0.75, 0.5]","[0.8, 0.75, 0.7, 0.8, 0.4]"
915,"Okay, you'll be checking in on March 7th? And how many days will you be staying?",I want to check in on the 12th of March and stay for one day.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '12th of March', 'number_of_days': 'one'}",Welcome! How may I assist you with your hotel reservation today?,"I'd like to reserve a room for the 12th of March for one night, please.","[0.8, 0.7, 0.6, 0.85, 0.4]","[0.75, 0.65, 0.7, 0.8, 0.45]"
916,,Can you help me find one-way flights from New York to Philadelphia? I would like to travel in Premium Economy.,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'seating_class': 'Premium Economy', 'destination_city': 'Philadelphia', 'origin_city': 'New York'}",Welcome to our flight booking service! How can I assist you today?,I would like to book a one-way flight from New York to Philadelphia in Premium Economy.,"[0.7, 0.8, 0.6, 0.75, 0.5]","[0.65, 0.75, 0.7, 0.8, 0.4]"
917,Do you want me to book that ticket?,"No, just looking. That's all for now.","Service name: Buses_2
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How may I assist you today?,I'm looking for information about bus schedules and routes.,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.4, 0.4, 0.6, 0.4]"
918,Reviews say it is a nice place to take your kids. Their phone number is 503-228-8131.,Ok. Thanks for the help. That's all for now.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Welcome! How can I assist you in finding attractions for your travel?,I'm excited to explore new places and try out different activities while traveling.,"[0.7, 0.6, 0.8, 0.75, 0.5]","[0.8, 0.4, 0.7, 0.8, 0.3]"
919,How about the Arab world institute that's at the performing arts venue,"What else is there, and can you make sure it's child-friendly","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'good_for_kids': 'True'}",Hello! How can I assist you today in finding attractions that are good for kids?,Hi there! I'm looking for some fun activities that are suitable for children. Can you recommend any attractions?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.4, 0.7, 0.8, 0.3]"
920,Would you like me to purchase tickets for you?,"No, thank you. Can you search for roundtrip flights for me?","Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Hello! How can I assist you today in finding roundtrip flights?,Hi! I'm looking for flights for a vacation. I love exploring new destinations!,"[0.8, 0.7, 0.6, 0.75, 0.45]","[0.85, 0.6, 0.7, 0.8, 0.4]"
921,"Sure! The event is taking place from March 1st and will continue for 6 days. This event, Roy Ayers will take place at Blue Note Napa.",Oh! Is it so? Where it is located?,"Service name: Events_2
Active intent: GetEventDates
Requested slots: venue_address
Slot values: {}",Welcome! How can I assist you today?,Hi there! I'm looking for event dates at a specific venue.,"[0.8, 0.6, 0.7, 0.8, 0.4]","[0.7, 0.5, 0.8, 0.75, 0.3]"
922,Which city are you departing from and what is the traveling date?,I need to start on Sunday this week and please search for flights from SF,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'Sunday this week', 'origin': 'SF'}",Welcome! How can I assist you today with your flight search?,I'm looking to book a roundtrip flight from SF for Sunday this week. Can you help me with that?,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.6, 0.7, 0.4, 0.6, 0.3]"
923,How about if I get you a ticket?,"No, I don't want that.","Service name: Events_1
Active intent: 
Requested slots: 
Slot values: {}",Welcome! How can I assist you today?,I'm looking to plan a birthday party for my friend. She loves surprises and trying new things.,"[0.0, 0.0, 0.0, 0.0, 0.0]","[0.8, 0.4, 0.6, 0.7, 0.2]"
