id,system,user,intent,new_system,new_user,system_bf,user_bf
890,"Your ticket has been purchased. Departure is from JFK International Airport. Unfortunately, the ticket is not refundable.",Thanks for your help.,"Service name: Flights_1
Active intent: ReserveRoundtripFlights
Requested slots: 
Slot values: {}","Your ticket has been purchased. Departure is from JFK International Airport. Unfortunately, the ticket is not refundable.",Thanks for your help.,"[0.6, 0.8, 0.4, 0.2, 0.3]","[0.5, 0.3, 0.4, 0.7, 0.2]"
891,You would like to book 1 room at abc hyde park hotel in london from march 5th for 1 day?,I want to check in on the 4th and I need two rooms.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'number_of_rooms': '2', 'check_in_date': 'the 4th'}",You would like to book 1 room at abc hyde park hotel in london from march 5th for 1 day?,I want to check in on the 4th and I need two rooms.,"[0.5, 0.25, 0.25, 0.75, 0.0]","[0.25, 0.75, 0.5, 0.25, 0.0]"
892,There is missing link.,Yes missing link is perfect. I would like to find an attraction like a museum.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'missing link'}",There is missing link.,"Yes, finding the missing link feels just right. I'm thinking of exploring a museum for an intriguing experience.","[0.4, 0.6, 0.2, 0.3, 0.5]","[0.7, 0.4, 0.6, 0.7, 0.3]"
893,When would you like to leave the hotel?,I want to stay until the 12th of this month.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_out_date': '12th of this month'}",When would you like to leave the hotel?,I want to stay until the 12th of this month.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.8, 0.2]"
894,,Can you find round trip flights?,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Can you find round trip flights?,"Sure, I can help you with that! Let me search for the best round trip flights for you.","[0.6, 0.7, 0.4, 0.5, 0.3]","[0.8, 0.6, 0.7, 0.8, 0.4]"
895,"Sorry, I couldn't get that ticket. You can get a bus at 3:40 pm that costs $39.",That sounds great to me.,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'leaving_time': '3 : 40 pm'}","Sorry, I couldn't get that ticket. You can get a bus at 3:40 pm that costs $39.",That sounds great to me.,"[0.5, 0.6, 0.4, 0.3, 0.7]","[0.7, 0.4, 0.6, 0.7, 0.2]"
896,The movie is playing.,Thanks. Will you make a reservation at a restaurant nearby?,"Service name: Media_1
Active intent: PlayMovie
Requested slots: 
Slot values: {}",The movie is playing.,Thank you. Would you mind reserving a table at a restaurant close by?,"[0.8, 0.6, 0.4, 0.5, 0.3]","[0.7, 0.4, 0.6, 0.7, 0.2]"
897,I found 1 soccer event. Republic Vs Toros is occuring at Papa Murphy's Park.,What time is the game?,"Service name: Events_2
Active intent: FindEvents
Requested slots: time
Slot values: {}",I found 1 soccer event. Republic Vs Toros is occuring at Papa Murphy's Park.,What time is the game?,"[0.5, 0.75, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.5, 0.65, 0.35]"
898,Any preference on the type of food?,Some american food will be great!,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'american'}",Any preference on the type of food?,Some American food will be great!,"[0.6, 0.4, 0.3, 0.7, 0.2]","[0.7, 0.4, 0.6, 0.8, 0.1]"
899,Your one-way ticket has been confirmed. The destination for that flight is SFO International Airport.,What airport does it leave from? What time does the flight arrive?,"Service name: Flights_1
Active intent: ReserveOnewayFlight
Requested slots: origin_airport, outbound_arrival_time
Slot values: {}",Your one-way ticket has been confirmed. The destination for that flight is SFO International Airport.,What airport does it leave from? What time does the flight arrive?,"[0.8, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.5, 0.7, 0.8, 0.4]"
900,May I recommend the Place of Worship called American Church in Paris.,"Okay, great. check when I have free time on March 13th.","Service name: Calendar_1
Active intent: GetAvailableTime
Requested slots: 
Slot values: {'event_date': 'March 13th'}",May I recommend the Place of Worship called American Church in Paris.,"Okay, great. Could you please check for me when I have free time on March 13th?","[0.8, 0.7, 0.4, 0.6, 0.3]","[0.6, 0.6, 0.4, 0.7, 0.4]"
901,,When can I watch it?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: 
Slot values: {}",When can I watch it?,I can't wait to watch it! When can I catch the show?,"[0.5, 0.5, 0.2, 0.4, 0.6]","[0.8, 0.7, 0.6, 0.8, 0.3]"
902,Your reservation is all set and ready to go.,"Thanks, I will also need transportation there.","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: 
Slot values: {}",Your reservation is all set and ready to go.,"Thanks, I will also need transportation there.","[0.8, 0.9, 0.4, 0.6, 0.2]","[0.7, 0.4, 0.5, 0.7, 0.3]"
903,"I've got a list of 10 places that you might like. First off, there's a Park called Balboa Park.",Okay. When do I have free time?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}","I've got a list of 10 places that you might like. First off, there's a Park called Balboa Park.",Okay. When do I have free time?,"[0.7, 0.8, 0.6, 0.5, 0.4]","[0.3, 0.2, 0.4, 0.5, 0.6]"
904,Do you need anything else?,What about the weather there on March 7th,"Service name: Weather_1
Active intent: GetWeather
Requested slots: 
Slot values: {'city': '[CLS]', 'date': 'March 7th'}",Do you need anything else?,What about the weather there on March 7th?,"[0.4, 0.6, 0.2, 0.5, 0.3]","[0.6, 0.2, 0.8, 0.4, 0.1]"
905,I reserved your seat.,Thank you very much. Are there any fun things to see around Vancouver?,"Service name: Buses_1
Active intent: BuyBusTicket
Requested slots: 
Slot values: {}",I reserved your seat.,Thank you very much. Are there any fun things to see around Vancouver?,"[0.5, 0.75, 0.25, 0.5, 0.25]","[0.75, 0.5, 0.5, 0.75, 0.0]"
906,"There are 4 cars. Seattle-Tacoma International Airport on March 7th there's a Honda Civic, a Standard car.","Yes, I like this one!","Service name: RentalCars_2
Active intent: GetCarsAvailable
Requested slots: 
Slot values: {'pickup_location': 'Seattle - Tacoma International Airport'}","There are 4 cars. Seattle-Tacoma International Airport on March 7th there's a Honda Civic, a Standard car.","Yes, I like this one!","[0.6, 0.8, 0.4, 0.2, 0.3]","[0.8, 0.4, 0.6, 0.8, 0.2]"
907,How many bedrooms?,I need two bedrooms.,"Service name: Homes_1
Active intent: FindApartment
Requested slots: 
Slot values: {'number_of_beds': '2'}",How many bedrooms?,I need two bedrooms.,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.7, 0.6, 0.5, 0.7, 0.3]"
908,I am going on a vacation to Dallas Texas with six of my friends so there will be seven of us. We are getting a hotel and most likely checking out Saturday the next morning.,"I am planning a trip to London, UK. We are arriving the 1st and we are leaving on the 8th. its going to be just four of us and it should be fun.","Service name: Hotels_2
Active intent: BookHouse
Requested slots: 
Slot values: {'number_of_adults': '4', 'check_out_date': 'the 8th', 'where_to': 'London , UK'}",I am going on a vacation to Dallas Texas with six of my friends so there will be seven of us. We are getting a hotel and most likely checking out Saturday the next morning.,"I am planning a trip to London, UK. We are arriving the 1st and we are leaving on the 8th. its going to be just four of us and it should be fun.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.8, 0.6, 0.6, 0.8, 0.4]"
909,"What type of doctor are you looking for? For example, Ophthalmologist, Dermatologist, or another type?",I am looking for a General Practitioner. Please find someone in Pleasant Hill.,"Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'type': 'General Practitioner', 'city': 'Pleasant Hill'}","What kind of doctor are you interested in? Maybe an Ophthalmologist, a Dermatologist, or someone else?",I'm searching for a General Practitioner in Pleasant Hill.,"[0.8, 0.6, 0.4, 0.6, 0.3]","[0.7, 0.7, 0.4, 0.7, 0.4]"
910,"Okay, so you want 4 tickets for the Giants Vs Cardinals game, right?","Yup, that's right.","Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {}","Okay, so you want 4 tickets for the Giants Vs Cardinals game, right?","Yup, that's right.","[0.2, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.4, 0.6, 0.8, 0.2]"
911,The song Sorry has started playing on kitchen speaker.,Thank you. That is all I need.,"Service name: Music_2
Active intent: PlayMedia
Requested slots: 
Slot values: {}",The song Sorry has started playing on kitchen speaker.,Thank you. That is all I need.,"[0.6, 0.7, 0.4, 0.5, 0.3]","[0.4, 0.3, 0.6, 0.5, 0.7]"
912,Okay! your booking is confirmed.,"So, how much they charge per night?","Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: price_per_night
Slot values: {}",Okay! your booking is confirmed.,"So, how much they charge per night?","[0.5, 0.8, 0.3, 0.6, 0.4]","[0.6, 0.4, 0.4, 0.5, 0.5]"
913,"I found 1 showtime for Pillow Talk in Stanford Theatre, at 7:30 pm.",What's the location of the theater? What will a ticket cost me?,"Service name: Movies_1
Active intent: GetTimesForMovie
Requested slots: price, street_address
Slot values: {}","I found 1 showtime for Pillow Talk in Stanford Theatre, at 7:30 pm.","Could you please provide me with the address of the theater? Also, do you happen to know the price of a ticket?","[0.7, 0.8, 0.6, 0.4, 0.3]","[0.6, 0.4, 0.5, 0.7, 0.2]"
914,Its located at 89 South Street and it starts at 7 pm.,That sounds awesome. I would like 2 tickets to it on the 12th.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2', 'date': 'the 12th', 'event_name': '[CLS]'}",Its located at 89 South Street and it starts at 7 pm.,That sounds awesome. I would like 2 tickets to it on the 12th.,"[0.7, 0.6, 0.4, 0.6, 0.3]","[0.6, 0.5, 0.6, 0.7, 0.4]"
915,"Okay, you'll be checking in on March 7th? And how many days will you be staying?",I want to check in on the 12th of March and stay for one day.,"Service name: Hotels_1
Active intent: ReserveHotel
Requested slots: 
Slot values: {'check_in_date': '12th of March', 'number_of_days': 'one'}","Okay, you'll be checking in on March 7th? And how many days will you be staying?",I want to check in on the 12th of March and stay for one day.,"[0.4, 0.8, 0.2, 0.6, 0.2]","[0.6, 0.4, 0.4, 0.4, 0.4]"
916,,Can you help me find one-way flights from New York to Philadelphia? I would like to travel in Premium Economy.,"Service name: Flights_1
Active intent: SearchOnewayFlight
Requested slots: 
Slot values: {'seating_class': 'Premium Economy', 'destination_city': 'Philadelphia', 'origin_city': 'New York'}","Sure, I can assist you with that. Let me check the available options for you. Please wait a moment.",Can you help me find one-way flights from New York to Philadelphia? I would like to travel in Premium Economy.,"[0.8, 0.7, 0.6, 0.8, 0.4]","[0.6, 0.8, 0.4, 0.6, 0.6]"
917,Do you want me to book that ticket?,"No, just looking. That's all for now.","Service name: Buses_2
Active intent: 
Requested slots: 
Slot values: {}",Do you want me to book that ticket?,"No, just looking. That's all for now.","[0.5, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.3, 0.4, 0.6, 0.2]"
918,Reviews say it is a nice place to take your kids. Their phone number is 503-228-8131.,Ok. Thanks for the help. That's all for now.,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {}",Reviews say it is a nice place to take your kids. Their phone number is 503-228-8131.,Ok. Thanks for the help. That's all for now.,"[0.5, 0.6, 0.4, 0.7, 0.3]","[0.4, 0.6, 0.3, 0.7, 0.2]"
919,How about the Arab world institute that's at the performing arts venue,"What else is there, and can you make sure it's child-friendly","Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'good_for_kids': 'True'}",How about the Arab world institute that's at the performing arts venue,"What else is there, and can you make sure it's child-friendly","[0.8, 0.6, 0.6, 0.6, 0.4]","[0.6, 0.4, 0.4, 0.8, 0.2]"
920,Would you like me to purchase tickets for you?,"No, thank you. Can you search for roundtrip flights for me?","Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {}",Would you like me to purchase tickets for you?,"No, thank you. Can you search for roundtrip flights for me?","[0.5, 0.6, 0.4, 0.7, 0.3]","[0.6, 0.4, 0.5, 0.7, 0.3]"
921,"Sure! The event is taking place from March 1st and will continue for 6 days. This event, Roy Ayers will take place at Blue Note Napa.",Oh! Is it so? Where it is located?,"Service name: Events_2
Active intent: GetEventDates
Requested slots: venue_address
Slot values: {}","Sure! The event is taking place from March 1st and will continue for 6 days. This event, Roy Ayers will take place at Blue Note Napa.",Oh! Is it so? Where it is located?,"[0.8, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.6, 0.4]"
922,Which city are you departing from and what is the traveling date?,I need to start on Sunday this week and please search for flights from SF,"Service name: Flights_2
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'departure_date': 'Sunday this week', 'origin': 'SF'}",Which city are you departing from and what is the traveling date?,I need to start on Sunday this week and please search for flights from SF,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.4]"
923,How about if I get you a ticket?,"No, I don't want that.","Service name: Events_1
Active intent: 
Requested slots: 
Slot values: {}",How about if I get you a ticket?,"No, I don't want that.","[0.5, 0.8, 0.4, 0.3, 0.6]","[0.3, 0.2, 0.4, 0.2, 0.7]"
924,I regret to inform you that I was not able to make the booking. Would you need anything else.,Can you try again for 14:30 on the 12th? I really need to visit a doctor.,"Service name: Services_3
Active intent: BookAppointment
Requested slots: 
Slot values: {'appointment_date': 'the 12th', 'appointment_time': '14 : 30'}",I regret to inform you that I was not able to make the booking. Would you need anything else?,Can you try again for 14:30 on the 12th? I really need to visit a doctor.,"[0.5, 0.25, 0.0, 0.25, 0.75]","[0.75, 0.5, 0.5, 0.75, 0.25]"
925,"There are 5 movies that are available are fit your preferences. Would you like After, Pillow Talk or Say Anything?",Are there other ones available?,"Service name: Media_1
Active intent: FindMovies
Requested slots: 
Slot values: {}","There are 5 movies that are available are fit your preferences. Would you like After, Pillow Talk or Say Anything?",Are there other ones available?,"[0.8, 0.6, 0.4, 0.7, 0.3]","[0.3, 0.4, 0.5, 0.3, 0.6]"
926,How many do you want?,Two tickets please.,"Service name: Events_1
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_seats': '2'}",How many tickets would you like to purchase?,"I'd like to buy two tickets, please.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.6, 0.6, 0.6, 0.4]"
927,"To confirm: You wish to reserve a table at 6 pm, for 2 people on March 1st at Bask restaurant in San Francisco. is this correct?",Yes it is. Do they serve alcohol?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: serves_alcohol
Slot values: {'party_size': '2', 'date': 'March 1st'}","To confirm: You wish to reserve a table at 6 pm, for 2 people on March 1st at Bask restaurant in San Francisco. is this correct?",Yes it is. Do they serve alcohol?,"[0.5, 0.75, 0.25, 0.6, 0.4]","[0.6, 0.2, 0.4, 0.5, 0.3]"
928,No live music. They can be reached at 415-751-2312.,Any Latin American?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'Latin American'}",No live music. They can be reached at 415-751-2312.,Are there any Latin American music events?,"[0.0, 0.5, 0.0, 0.5, 0.5]","[0.5, 0.0, 0.5, 0.5, 0.0]"
929,Could you confirm that I should make a reservaton for 1 room at Best Western Mission Bay in San Diego on March 4th to March 10th?,That works fine.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Could you confirm that I should make a reservation for 1 room at Best Western Mission Bay in San Diego on March 4th to March 10th?,That works fine.,"[0.8, 0.9, 0.4, 0.7, 0.3]","[0.6, 0.5, 0.6, 0.8, 0.2]"
