id,system,user,intent,new_system,new_user,system_bf,user_bf,system_bert_bf,user_bert_bf,system_residual,user_residual
927,"To confirm: You wish to reserve a table at 6 pm, for 2 people on March 1st at Bask restaurant in San Francisco. is this correct?",Yes it is. Do they serve alcohol?,"Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: serves_alcohol
Slot values: {'party_size': '2', 'date': 'March 1st'}","To confirm: You wish to reserve a table at 6 pm, for 2 people on March 1st at Bask restaurant in San Francisco. is this correct?",Yes it is. Do they serve alcohol?,"[0.5, 0.75, 0.25, 0.6, 0.4]","[0.6, 0.2, 0.4, 0.5, 0.3]","[0.14809314906597137, 0.24325427412986755, 0.20159544050693512, 0.1812817007303238, 0.22577539086341858]","[0.16582298278808594, 0.2302054911851883, 0.19881068170070648, 0.17568837106227875, 0.22947241365909576]","[0.3519068509340286, 0.5067457258701324, 0.04840455949306488, 0.4187182992696762, 0.17422460913658144]","[0.43417701721191404, -0.030205491185188282, 0.20118931829929354, 0.32431162893772125, 0.07052758634090422]"
928,No live music. They can be reached at 415-751-2312.,Any Latin American?,"Service name: Restaurants_1
Active intent: FindRestaurants
Requested slots: 
Slot values: {'cuisine': 'Latin American'}",No live music. They can be reached at 415-751-2312.,Are there any Latin American music events?,"[0.0, 0.5, 0.0, 0.5, 0.5]","[0.5, 0.0, 0.5, 0.5, 0.0]","[0.16023768484592438, 0.24581670761108398, 0.18567438423633575, 0.1866035908460617, 0.22166764736175537]","[0.1636485904455185, 0.22886839509010315, 0.19894634187221527, 0.1842423975467682, 0.2242942750453949]","[-0.16023768484592438, 0.254183292388916, -0.18567438423633575, 0.3133964091539383, 0.27833235263824463]","[0.3363514095544815, -0.22886839509010315, 0.30105365812778473, 0.3157576024532318, -0.2242942750453949]"
929,Could you confirm that I should make a reservaton for 1 room at Best Western Mission Bay in San Diego on March 4th to March 10th?,That works fine.,"Service name: Hotels_3
Active intent: ReserveHotel
Requested slots: 
Slot values: {}",Could you confirm that I should make a reservation for 1 room at Best Western Mission Bay in San Diego on March 4th to March 10th?,That works fine.,"[0.8, 0.9, 0.4, 0.7, 0.3]","[0.6, 0.5, 0.6, 0.8, 0.2]","[0.15474934875965118, 0.24629931151866913, 0.19907501339912415, 0.18206459283828735, 0.217811718583107]","[0.15922710299491882, 0.22867484390735626, 0.19906020164489746, 0.17911823093891144, 0.23391956090927124]","[0.6452506512403489, 0.6537006884813309, 0.20092498660087588, 0.5179354071617126, 0.082188281416893]","[0.44077289700508115, 0.27132515609264374, 0.4009397983551025, 0.6208817690610886, -0.03391956090927123]"
930,Please confirm to book a Cab for 2 person to Big Bus Tours Chicago (Tours begin at 98 E. Upper Wacker Dr.).,"Yes, confirmed. Go ahead.","Service name: RideSharing_1
Active intent: GetRide
Requested slots: 
Slot values: {}",Please confirm to book a Cab for 2 person to Big Bus Tours Chicago (Tours begin at 98 E. Upper Wacker Dr.).,"Yes, confirmed. Go ahead.","[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.6, 0.6, 0.8, 0.4]","[0.15683093667030334, 0.24198774993419647, 0.1976613700389862, 0.1855330467224121, 0.21798686683177948]","[0.16261109709739685, 0.24469943344593048, 0.19471554458141327, 0.1777094453573227, 0.2202644646167755]","[0.44316906332969663, 0.5580122500658036, 0.20233862996101382, 0.41446695327758787, -0.01798686683177947]","[0.4373889029026031, 0.3553005665540695, 0.4052844554185867, 0.6222905546426774, 0.1797355353832245]"
931,There is 1 movie Shazam!?,Shazam sounds like a good movie.,"Service name: Movies_1
Active intent: FindMovies
Requested slots: 
Slot values: {'movie_name': 'Shazam !'}",There is a new movie called Shazam! Would you like to watch it?,Shazam sounds like a good movie. I'm excited to see it!,"[0.6, 0.8, 0.4, 0.6, 0.2]","[0.6, 0.4, 0.6, 0.8, 0.4]","[0.15776175260543823, 0.2495742291212082, 0.18865536153316498, 0.1796870231628418, 0.2243216186761856]","[0.15549850463867188, 0.24731755256652832, 0.1845819354057312, 0.18585766851902008, 0.2267443686723709]","[0.44223824739456175, 0.5504257708787919, 0.21134463846683504, 0.4203129768371582, -0.024321618676185597]","[0.4445014953613281, 0.1526824474334717, 0.4154180645942688, 0.61414233148098, 0.1732556313276291]"
932,It will arrive at the Sacramento Valley Station.,Is there anything available for March 10th?,"Service name: Buses_2
Active intent: FindBus
Requested slots: 
Slot values: {'departure_date': 'March 10th'}",It will arrive at the Sacramento Valley Station.,Is there anything available for March 10th?,"[0.5, 0.8, 0.2, 0.6, 0.3]","[0.7, 0.4, 0.6, 0.8, 0.2]","[0.1651880145072937, 0.22754688560962677, 0.18976537883281708, 0.18340913951396942, 0.23409055173397064]","[0.16676631569862366, 0.2287064790725708, 0.20106811821460724, 0.17162922024726868, 0.23182983696460724]","[0.3348119854927063, 0.5724531143903733, 0.010234621167182933, 0.41659086048603056, 0.06590944826602935]","[0.5332336843013763, 0.17129352092742922, 0.39893188178539274, 0.6283707797527314, -0.03182983696460723]"
933,How about Sabaton's Night Witches off of the Heroes album?,What genre is that song?,"Service name: Music_2
Active intent: LookupMusic
Requested slots: genre
Slot values: {}",How about Sabaton's Night Witches off of the Heroes album?,What genre is that song?,"[0.6, 0.8, 0.4, 0.6, 0.3]","[0.5, 0.3, 0.4, 0.6, 0.4]","[0.164826899766922, 0.24088366329669952, 0.18732944130897522, 0.175674170255661, 0.23128579556941986]","[0.17016203701496124, 0.22819571197032928, 0.18326646089553833, 0.18212266266345978, 0.23625318706035614]","[0.435173100233078, 0.5591163367033005, 0.2126705586910248, 0.42432582974433897, 0.06871420443058013]","[0.32983796298503876, 0.0718042880296707, 0.2167335391044617, 0.4178773373365402, 0.16374681293964388]"
934,I have added the event successfully to your calendar.,Thank you so much for the help.,"Service name: Calendar_1
Active intent: AddEvent
Requested slots: 
Slot values: {}",I have successfully added the event to your calendar.,Thank you so much for the help.,"[0.7, 0.9, 0.4, 0.7, 0.2]","[0.6, 0.7, 0.3, 0.8, 0.1]","[0.16836276650428772, 0.22834977507591248, 0.19913804531097412, 0.1902720183134079, 0.2138773798942566]","[0.17046234011650085, 0.2288094162940979, 0.2043219357728958, 0.1861928552389145, 0.21021349728107452]","[0.5316372334957122, 0.6716502249240875, 0.2008619546890259, 0.5097279816865921, -0.01387737989425658]","[0.4295376598834991, 0.47119058370590206, 0.09567806422710418, 0.6138071447610856, -0.11021349728107452]"
935,How many tickets would you like?,Two.,"Service name: Events_2
Active intent: BuyEventTickets
Requested slots: 
Slot values: {'number_of_tickets': '2'}",How many tickets would you like?,Two.,"[0.8, 0.5, 0.4, 0.6, 0.3]","[0.4, 0.3, 0.6, 0.7, 0.2]","[0.17580683529376984, 0.24225719273090363, 0.17791268229484558, 0.18836049735546112, 0.21566283702850342]","[0.14670439064502716, 0.22486209869384766, 0.18999768793582916, 0.18392086029052734, 0.2545148730278015]","[0.6241931647062302, 0.2577428072690964, 0.22208731770515444, 0.41163950264453886, 0.08433716297149657]","[0.25329560935497286, 0.07513790130615233, 0.4100023120641708, 0.5160791397094726, -0.0545148730278015]"
936,When would be an acceptable time for you visit?,March 11th works best for me to visit the property.,"Service name: Homes_1
Active intent: ScheduleVisit
Requested slots: 
Slot values: {'visit_date': 'March 11th'}",When would be a suitable time for you to come by for a visit?,March 11th is the most convenient for me to visit the property.,"[0.8, 0.6, 0.4, 0.6, 0.2]","[0.6, 0.6, 0.4, 0.8, 0.2]","[0.1643238514661789, 0.2574211061000824, 0.19113300740718842, 0.1777833104133606, 0.2093387097120285]","[0.1767732799053192, 0.24275784194469452, 0.19210036098957062, 0.1731145679950714, 0.21525393426418304]","[0.6356761485338212, 0.3425788938999176, 0.2088669925928116, 0.4222166895866394, -0.009338709712028492]","[0.42322672009468076, 0.35724215805530546, 0.2078996390104294, 0.6268854320049286, -0.015253934264183033]"
937,Your bus ticket has been reserved.,Thank you so much for you help. Can you recommend any attractions in the area to me?,"Service name: Travel_1
Active intent: FindAttractions
Requested slots: 
Slot values: {'location': '[CLS]'}",Your bus ticket has been reserved.,Thank you so much for your help. Can you recommend any attractions in the area to me?,"[0.5, 0.8, 0.3, 0.7, 0.2]","[0.6, 0.4, 0.7, 0.8, 0.3]","[0.1609928160905838, 0.23532907664775848, 0.1909278929233551, 0.1842416375875473, 0.22850850224494934]","[0.16105231642723083, 0.23685212433338165, 0.20020420849323273, 0.18824292719364166, 0.21364842355251312]","[0.3390071839094162, 0.5646709233522416, 0.10907210707664489, 0.5157583624124527, -0.02850850224494933]","[0.43894768357276914, 0.16314787566661837, 0.49979579150676723, 0.6117570728063584, 0.08635157644748687]"
938,There's 10 of those in San Francisco. One great general practitioner there is Abazari Mina MD.,What's her address and rating?,"Service name: Services_3
Active intent: FindProvider
Requested slots: average_rating, street_address
Slot values: {}",There's 10 of those in San Francisco. One great general practitioner there is Abazari Mina MD.,What's her address and rating?,"[0.7, 0.8, 0.4, 0.6, 0.3]","[0.6, 0.5, 0.45, 0.7, 0.4]","[0.15793199837207794, 0.23083016276359558, 0.19232381880283356, 0.17934249341487885, 0.23957154154777527]","[0.16976392269134521, 0.23603945970535278, 0.18431292474269867, 0.1870981752872467, 0.2227855920791626]","[0.542068001627922, 0.5691698372364045, 0.20767618119716647, 0.42065750658512113, 0.06042845845222472]","[0.43023607730865476, 0.2639605402946472, 0.26568707525730134, 0.5129018247127533, 0.17721440792083742]"
939,,I'm looking for some bus tickets leaving on the 1st.,"Service name: Buses_2
Active intent: BuyBusTicket
Requested slots: 
Slot values: {'departure_date': 'the 1st'}",Sure! How exciting! Where are you planning to go on the 1st?,I'm looking for some bus tickets leaving on the 1st.,"[0.8, 0.6, 0.7, 0.8, 0.4]","[0.6, 0.4, 0.5, 0.6, 0.5]","[0.1632157564163208, 0.23814786970615387, 0.1840898096561432, 0.18265771865844727, 0.23188892006874084]","[0.16645051538944244, 0.2349187433719635, 0.18719638884067535, 0.18161152303218842, 0.2298227697610855]","[0.6367842435836792, 0.3618521302938461, 0.5159101903438568, 0.6173422813415528, 0.16811107993125918]","[0.43354948461055753, 0.16508125662803652, 0.31280361115932465, 0.41838847696781156, 0.2701772302389145]"
940,So you want a reservation for 2 at Baan Thai House & Wine Bar in San Francisco at 10:30 am on March 1st. Is that correct?,"Yes, that's right. What's the address and phone number?","Service name: Restaurants_1
Active intent: ReserveRestaurant
Requested slots: phone_number, street_address
Slot values: {'party_size': '2', 'date': 'March 1st'}",So you want a reservation for 2 at Baan Thai House & Wine Bar in San Francisco at 10:30 am on March 1st. Is that correct?,"Yes, that's right. What's the address and phone number?","[0.8, 0.7, 0.6, 0.5, 0.4]","[0.7, 0.6, 0.4, 0.8, 0.3]","[0.14684297144412994, 0.2522803843021393, 0.19473117589950562, 0.18074147403240204, 0.2254040390253067]","[0.161332368850708, 0.2569689154624939, 0.1791945993900299, 0.18443763256072998, 0.21806657314300537]","[0.6531570285558701, 0.4477196156978607, 0.40526882410049436, 0.31925852596759796, 0.17459596097469332]","[0.538667631149292, 0.3430310845375061, 0.22080540060997011, 0.6155623674392701, 0.08193342685699462]"
941,"OK, there's a Delta Airlines flight that leaves at 7:30 am with a 2:50 am return that will run you $303",OK that sounds great,"Service name: Flights_1
Active intent: SearchRoundtripFlights
Requested slots: 
Slot values: {'inbound_departure_time': '2 : 50 am', 'outbound_departure_time': '7 : 30 am'}","OK, there's a Delta Airlines flight that leaves at 7:30 am with a 2:50 am return that will run you $303",OK that sounds great,"[0.5, 0.5, 0.5, 0.5, 0.5]","[0.5, 0.5, 0.5, 0.5, 0.5]","[0.1476888507604599, 0.2617912292480469, 0.18896497786045074, 0.18079370260238647, 0.220761239528656]","[0.16571874916553497, 0.23430053889751434, 0.1945865899324417, 0.1821392923593521, 0.22325488924980164]","[0.3523111492395401, 0.23820877075195312, 0.31103502213954926, 0.3192062973976135, 0.279238760471344]","[0.334281250834465, 0.26569946110248566, 0.3054134100675583, 0.3178607076406479, 0.27674511075019836]"
942,"I also have Martin Fishman, MD, who is an ophthalmologist in Los Gatos.","Okay, that's good.","Service name: Services_3
Active intent: FindProvider
Requested slots: 
Slot values: {'doctor_name': 'Martin Fishman , MD'}","I also have Martin Fishman, MD, who is an ophthalmologist in Los Gatos.","Okay, that's good.","[0.8, 0.7, 0.4, 0.6, 0.3]","[0.4, 0.5, 0.3, 0.6, 0.4]","[0.15600788593292236, 0.23454445600509644, 0.20048533380031586, 0.19538860023021698, 0.21357375383377075]","[0.1707838922739029, 0.251850426197052, 0.18955495953559875, 0.17941634356975555, 0.2083943784236908]","[0.6439921140670777, 0.4654555439949035, 0.19951466619968417, 0.404611399769783, 0.08642624616622924]","[0.22921610772609713, 0.248149573802948, 0.11044504046440123, 0.4205836564302444, 0.19160562157630923]"
943,Do you have any ride preferences?,I don't mind a Pool ride.,"Service name: RideSharing_2
Active intent: GetRide
Requested slots: 
Slot values: {'ride_type': 'Pool'}",Do you have any ride preferences?,I don't mind a Pool ride.,"[0.6, 0.8, 0.4, 0.6, 0.3]","[0.4, 0.2, 0.4, 0.6, 0.7]","[0.1761966496706009, 0.23959408700466156, 0.19155079126358032, 0.1876576989889145, 0.20500075817108154]","[0.16501891613006592, 0.23071376979351044, 0.1931355595588684, 0.18660099804401398, 0.2245306819677353]","[0.4238033503293991, 0.5604059129953385, 0.2084492087364197, 0.4123423010110855, 0.09499924182891845]","[0.2349810838699341, -0.030713769793510426, 0.20686444044113161, 0.413399001955986, 0.47546931803226467]"
944,What else can I do?,Nothing. Take it easy.,"Service name: Travel_1
Active intent: 
Requested slots: 
Slot values: {}",What else can I do?,Nothing. Take it easy.,"[0.6, 0.7, 0.4, 0.5, 0.3]","[0.4, 0.3, 0.6, 0.5, 0.7]","[0.17386148869991302, 0.2267509400844574, 0.18980266153812408, 0.181426540017128, 0.2281583845615387]","[0.15770909190177917, 0.22756560146808624, 0.1759696751832962, 0.18859829008579254, 0.2501572370529175]","[0.42613851130008695, 0.47324905991554256, 0.21019733846187594, 0.318573459982872, 0.07184161543846129]","[0.24229090809822085, 0.07243439853191375, 0.4240303248167038, 0.31140170991420746, 0.4498427629470825]"
945,"The venue is at 123-01 Roosevelt Avenue, and it starts at 7 pm.","Ok, that sounds good.","Service name: Events_2
Active intent: FindEvents
Requested slots: 
Slot values: {'event_name': '[CLS]'}","The venue is at 123-01 Roosevelt Avenue, and it starts at 7 pm.","Ok, that sounds good.","[0.6, 0.8, 0.4, 0.5, 0.3]","[0.7, 0.6, 0.3, 0.6, 0.4]","[0.1581261157989502, 0.2462523728609085, 0.18477760255336761, 0.18071089684963226, 0.23013295233249664]","[0.15165135264396667, 0.26651138067245483, 0.1886925846338272, 0.1844824254512787, 0.208662211894989]","[0.4418738842010498, 0.5537476271390915, 0.2152223974466324, 0.31928910315036774, 0.06986704766750335]","[0.5483486473560333, 0.33348861932754514, 0.11130741536617278, 0.4155175745487213, 0.191337788105011]"
946,7 buses I found.With 0 transfer and cost $27 is a bus that departs at 7:50 am.,Great.Find me a round trip flight to get there at Economy class.,"Service name: Buses_1
Active intent: FindBus
Requested slots: 
Slot values: {'leaving_time': '7 : 50 am'}",7 buses I found. With 0 transfer and cost $27 is a bus that departs at 7:50 am.,Sure! I've found a great option for you. How about a round trip flight to your destination in Economy class?,"[0.8, 0.7, 0.4, 0.6, 0.3]","[0.7, 0.6, 0.6, 0.8, 0.4]","[0.15229670703411102, 0.24628596007823944, 0.19034914672374725, 0.1812160313129425, 0.22985222935676575]","[0.1571025550365448, 0.24718749523162842, 0.1912391483783722, 0.18490397930145264, 0.21956679224967957]","[0.647703292965889, 0.4537140399217605, 0.20965085327625277, 0.4187839686870575, 0.07014777064323424]","[0.5428974449634552, 0.35281250476837156, 0.4087608516216278, 0.6150960206985474, 0.18043320775032046]"
